"Book Number","Title","Author","Description","Publisher","ISBN","PRICE USED","PRICE NEW","BOX NUMBER","No. of Pages","KEEP","SELL","Notes",
1832,"Conversation 6 indy 38-end","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1833,"c6 master","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1834,"tintin america tape orig","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1835,"c7 master","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1836,"precious puppy c.2.","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1837,"R.P. Directions","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1838,"tom and jerry 1","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1839,"moby dick copy 1","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1840,"c2 face-read 61 face to face/readings grammar book narration 1-7","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1841,"gold rush copy I","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1842,"precious puppy orig A","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1843,"Indy 2 narr orig","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1844,"Longman practice tests for the TOEFL","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1845,"follow s.f. Narration master B","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1846,"back to fut tape 3","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1847,"payday copy one","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1848,"Conversation 4 lost secret 3-11","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1849,"Tintin-crabs tape 2 original","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1850,"back to the future I (master)","none","Audio Tape ","none","None",,,27,"n.a.",,,"Audio Tape ",
1851,"ET news","none","folhas grampeadas noticias ET","none","None",,,28,"n.a.",,,,
1852,"Historias de acao Portugues","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1853,"Tom e jerry","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1854,"historias de acao Portugues","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1855,"historias de acao Portugues","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1856,"muzzy story tell","none","folhas encardenadas programa portugues ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1857,"a corrida do ouro","none","folhas encardenadas programa portugues ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1858,"O garoto","none","folhas encardenadas programa portugues ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1859,"muzzy story tell","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1860,"tom e jerry","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1861,"A corrida do ouro","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"Programa de Portugues",
1862,"tom y jerry programa espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1863,"tom e jerry programa espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1864,"el nino I programa de espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1865,"el nino programa de espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1866,"tom y jerry  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1867,"historias en accion programa de espanhol (escrito)","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1868,"El nino  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1869,"tom y jerry programa de espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1870,"tom y jerry programa de espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1871,"El nino  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1872,"historias en accion programa de espanhol (escrito)","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1873,"viaje al espanol programa de espanhol escrito","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1874,"muzzy I ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1875,"Self-scoring Personality Tests","victor Serebriakoff","Book  ","honorary international president, mensa","0-76070-162-8",,,28,"n.a.",,,,
1876,"Vamos a hablar","felipe pedraza Jimenez","spanish Textbook","editora atica","85-08-04107-1",,,28,"n.a.",,,,
1877,"vamos a hablar","felipe pedraza Jimenez","spanish textbook","editora atica","85-08-03719-8",,,28,"n.a.",,,,
1878,"vamos a hablar","felipe pedraza Jimenez","spanish Textbook","editora atica","85-08-03591-8",,,28,"n.a.",,,,
1879,"big book of games II 10 great years","none","game book","Workman Publishing New York","0-89480-632-7",,,28,"n.a.",,,,
1880,"the inspector holidays","amadeus marques","booklet","first readers series","85-08-03961-1",,,28,"n.a.",,,,
1881,"japanese book kumon no kogakko dorimu","none","Book  ","kumon","4-87576-574-6",,,28,"n.a.",,,,
1882,"Gramatica Basica del espanol","ramon sarmiento/aquilino sanchez","Book  ","SGEL","84-7143-410-5",,,28,"n.a.",,,,
1883,"Historias en accion spanish 1999 (inside tom y jerry)","none","pasta","none","None",,,28,"n.a.",,,"programa de espanhol",
1884,"pasta vermelha historias en accion","none","pasta","none","None",,,28,"n.a.",,,"programa de espanhol",
1885,"el nino  ","none","folhas grampeadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1886,"pasta azul sitcom1.doc nightcourt/martin(inside tom y jerry)","none","folhas grampeadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1887,"historias en accion  programa de espanhol","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1888,"viaje al espanol  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1889,"Historias en accion spanish escrito","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1890,"Historias en accion spanish  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1891,"muzzy Historia","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1892,"historias en accion spanish  ","none","folhas encardenadas ","none","None",,,28,"n.a.",,,"programa de espanhol",
1893,"viaje al espanol 2","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1894,"span kid 1","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1895,"Destinos 17/18 orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1896,"spanish act s I orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1897,"Tom & jerry spanish 1999 orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1898,"Paloma san basilio musica Spanish","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1899,"spanish kid tape 2 orig. 1996","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1900,"tom y jerry spanish","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1901,"Historia accion 1999 copy 1","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1902,"nuevos destinos orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1903,"nuevos destinos orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1904,"Spanish 4 muzzy I el nino","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1905,"Espanol-action stories historias en accion","none","Audio Tape ","none","None",,,28,"n.a.",,,"audio  tape",
1906,"abismos span","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1907,"spanish tom & jerry","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1908,"Action Spanish","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1909,"Nino-1999 copy 2","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1910,"Destinos 27/28","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1911,"Nuevos destinos 13-15","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1912,"spanish tom & jerry II","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1913,"spanish tom & jerry master orig.","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1914,"Destinos 1 and 2","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1915,"historias accion 1999","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1916,"spanish tom & jerry original I","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1917,"Roxete span music","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1918,"lucia tintin in america narration A","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1919,"roxette spanish mus","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1920,"el nino orig. 1996","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1921,"Nuevos destinos 9-12","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1922,"a bela e a fera II orig. end ","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1923,"charlie chaplin 1-20 portugues","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1924,"charlie chaplin Portugues","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1925,"spanish  ","none","Audio Tape ","none","None",,,28,"n.a.",,,"Audio Tape ",
1926,"pasta azul follow me I masters","none","folhas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1927,"pasta verde miscellaneous","none","folhas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1928,"pasta laranja Interrogative and negative masters","none","folhas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1929,"action pictures Italian","none","folder papel de carta","none","None",,,29,"n.a.",,,"programa de italiano",
1930,"tintin in america part one","none","folhas encardenadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1931,"folhas avulsas dialogos","none","folhas grampeadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1932,"payday   ","none","folhas grampeadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1933,"action stories  escrito","none","folhas encardenadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1934,"interactive story telling: talking movies","none","folhas grampeadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1935,"sea wolf  ","none","folhas encardenadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1936,"follow me to san francisco","none","folhas encardenadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1937,"Action stories figuras","none","folhas encardenadas ","none","None",,,29,"n.a.",,,"apostila de ingles",
1938,"Pasta azul old apostilas","none","folhas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1939,"payday ","none","apostila encardenada","none","None",,,29,"n.a.",,,"apostila de ingles",
1940,"pasta verde  look ahead","none","folhas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1941,"Read one masters","none","apostilas de ingles","none","None",,,29,"n.a.",,,"apostila de ingles",
1942,"readings  ","none","apostilas avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1943,"follow me to san francisco","none","apostila avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1944,"pasta verde in on at prepositions(","none","apostilas avulsas pontos gramaticais","none","None",,,29,"n.a.",,,"apostila de ingles",
1945,"Lost Secret   ","none","apostila avulsas","none","None",,,29,"n.a.",,,"apostila de ingles",
1946,"Action stories figuras","none","apostila encardenada","none","None",,,29,"n.a.",,,"apostila de ingles",
1947,"action stories figuras e escrito","none","apostila encardenada","none","None",,,29,"n.a.",,,"apostila de ingles",
1948,"Dr. zhivago narration & dialog","none","apostila encardenada","none","None",,,29,"n.a.",,,"apostila de ingles",
1949,"Action stories figuras e escrito ingles","none","apostila encardenada","none","None",,,29,"n.a.",,,"apostila de ingles",
1950,"Lost Secret   ","none","apostila grampeada","none","None",,,29,"n.a.",,,"apostila de ingles",
1951,"Unit 6 Making Scrambled eggs vocabulary track 1","none","apostila grampeada","none","None",,,29,"n.a.",,,"apostila de ingles",
1952,"tom and jerry 1","none","vocabulary apostila tom and jerry","none","None",,,29,"n.a.",,,"apostila de ingles",
1953,"Tom & jerry I original ","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1954,"Music orquest.","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1955,"corvex by H.","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1956,"Lucia natali/titanic","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1957,"action stories H.","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1958,"action stories orig.","none","Audio Tape ","none","None",,,29,"n.a.",,,"Audio Tape ",
1959,"Tom to jerry chiisana minashigo","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1960,"action stories japanese","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1961,"action stories japanese","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1962,"Kid Hohoemi to namida no monogatari","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1963,"apostila avulsa yan e seu povo japones","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1964,"action stories japanese","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1965,"the kid japanese","none","apostila de japones","none","None",,,30,"n.a.",,,"apostila de japones",
1966,"action stories figuras e escrito  ","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1967,"Muzzy 1 premiere partie","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1968,"Plein soleil","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1969,"prof henrique 861-2040(action stories frances inside)","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1970,"Muzzy 1 script","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1971,"L'enfant der Junge/Tom & jerry(German's masters)","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1972,"french muzzy originals","none","apostila de frances","none","None",,,30,"n.a.",,,"apostila de frances",
1973,"chinese english dictionary","chauncey goodrich","pocket dictionary","none","None",,,30,"n.a.",,,"Book",
1974,"situazioni glossario","none","apostila italiano vocabulario action stories","none","None",,,30,"n.a.",,,"apostila de italiano",
1975,"Situazioni action stories","none","apostila italiano action stories","none","None",,,30,"n.a.",,,"apostila italiano",
1976,"Situazioni action stories","none","apostila italiano action stories","none","None",,,30,"n.a.",,,"apostila italiano",
1977,"situazioni glossario italian","none","apostila italiano action stories","none","None",,,30,"n.a.",,,"apostila italiano",
1978,"situazioni action stories","none","apostila italiano action stories","none","None",,,30,"n.a.",,,"apostila italiano",
1979,"ragazzo the kid italian","none","apostila italiano the kid","none","None",,,30,"n.a.",,,"apostila de italiano",
1980,"situazioni action stories","none","apostila italiano action stories","none","None",,,30,"n.a.",,,"apostila de italiano",
1981,"italian muzzy I masters text voc","none","apostila italiano muzzy","none","None",,,30,"n.a.",,,"apostila italiano",
1982,"Italian-English dictionary","none","copia de dicionario italiano","none","None",,,30,"n.a.",,,"apostila italiano",
1983,"In italiano 1-6","none","copia de gramatica italiana per stranieri","none","None",,,30,"n.a.",,,"apostila de in italiano",
1984,"In italiano 1 edizioni guerra perugia","none","copia de grammatica italiana per stranieri","none","None",,,30,"n.a.",,,"apostila in italiano",
1985,"italian english dictionary","none","copia de dicionario italiano","none","None",,,30,"n.a.",,,"apostila de italiano",
1986,"Muzzy 2 french","none","audio tape french","none","None",,,30,"n.a.",,,"Audio Tape ",
1987,"Muzzy 1 french trilha sonora original","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1988,"Bienvenue 8-10","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1989,"Bienvenue 14-17","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1990,"frances","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1991,"in italiano 13-18","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1992,"situazini copy 4","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1993,"Italiano 1","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1994,"in italiano 1 24","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1995,"Tom & jerry  ","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1996,"italian I 1-3/4-6","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1997,"honey'","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1998,"in italiano 1-6/7-12","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
1999,"ragazzo orig. alessandra","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
2000,"italian muzzy I orig","none","Audio Tape ","none","None",,,30,"n.a.",,,"Audio Tape ",
